SYMBOL,SERIES,OPEN,HIGH,LOW,CLOSE,LAST,PREVCLOSE,TOTTRDQTY,TOTTRDVAL,TIMESTAMP,TOTALTRADES,ISIN
AUBANK,EQ,530,547,523.7,541.65,536.75,525,10585689,5675821262.65,10-JUL-2017,99367,INE949L01017
AUBANK,EQ,698,713,695.05,699.7,698.6,694.7,486667,342664067.9,29-MAY-2019,16053,INE949L01017,
AUBANK,EQ,698.05,719,691.6,700.25,694,699.7,364657,258767263.55,30-MAY-2019,13496,INE949L01017,
AUBANK,EQ,703.9,703.9,690.3,696.15,697.4,700.25,87024,60584725.65,31-MAY-2019,3827,INE949L01017,
AUBANK,EQ,692.65,707.9,689.3,696.35,695,696.15,215958,151757517.95,03-JUN-2019,9245,INE949L01017,
AUBANK,EQ,695,707,693.4,699.95,700,696.35,88797,62165792.35,04-JUN-2019,8300,INE949L01017,
AUBANK,EQ,701,707.9,690,704.4,700.2,699.95,327455,230581226.5,06-JUN-2019,9093,INE949L01017,
AUBANK,EQ,703,709,691.65,705.85,705.15,704.4,157805,111220139.55,07-JUN-2019,13578,INE949L01017,
AUBANK,EQ,707,708,703,706.65,708,705.85,68741,48491212.3,10-JUN-2019,12889,INE949L01017,
AUBANK,EQ,706.65,710,695,708.6,709.3,706.65,146868,103406675.55,11-JUN-2019,10618,INE949L01017,
AUBANK,EQ,709.3,715.1,700,704.8,707.9,708.6,139869,99343556.5,12-JUN-2019,10261,INE949L01017,
AUBANK,EQ,705,711.45,704,710.15,710.35,704.8,143647,101978755.8,13-JUN-2019,9123,INE949L01017,
AUBANK,EQ,712.9,716.7,695.5,705.85,698.7,710.15,118555,84381768.15,14-JUN-2019,10972,INE949L01017,
AUBANK,EQ,703.5,711.5,681.75,685.75,685.8,705.85,58818,41047025.15,17-JUN-2019,5444,INE949L01017,
AUBANK,EQ,690,703.5,680.05,684.9,690.05,685.75,114418,79199358.45,18-JUN-2019,13448,INE949L01017,
AUBANK,EQ,689,697,665.6,683.4,677.45,684.9,285393,194568932.55,19-JUN-2019,12725,INE949L01017,
AUBANK,EQ,682,684.75,671.3,673.75,673.5,683.4,134794,91347509.1,20-JUN-2019,12566,INE949L01017,
AUBANK,EQ,676.6,704.9,673.4,696.65,697,673.75,170595,117300300.6,21-JUN-2019,15658,INE949L01017,
AUBANK,EQ,696,713.9,686,692.7,688.7,696.65,239944,167792130.1,24-JUN-2019,22595,INE949L01017,
AUBANK,EQ,690.1,704.9,686,698.75,698.7,692.7,658420,460918398.75,25-JUN-2019,9348,INE949L01017,
AUBANK,EQ,698,705,690,693.6,693.25,698.75,58103,40566117.85,26-JUN-2019,9899,INE949L01017,
AUBANK,EQ,694,700,684.7,691,689.9,693.6,35842,24931248.3,27-JUN-2019,2817,INE949L01017,
AUBANK,EQ,691,709,691,704.25,703,691,137721,96786351.05,28-JUN-2019,6159,INE949L01017,
AUBANK,EQ,697.55,709,687.25,692.8,703,704.25,194240,134806796.35,01-JUL-2019,10700,INE949L01017,
AUBANK,EQ,699,704.8,692.4,697.85,699.8,692.8,61587,43066865.35,02-JUL-2019,6411,INE949L01017,
AUBANK,EQ,699.8,703.95,693,695.65,695.4,697.85,41090,28693166.55,03-JUL-2019,4971,INE949L01017,
AUBANK,EQ,696,702.95,692.8,694.55,694.9,695.65,38790,27009303.1,04-JUL-2019,2517,INE949L01017,
AUBANK,EQ,694.8,698,680.8,683,682.25,694.55,50657,34863448.55,05-JUL-2019,4608,INE949L01017,
AUBANK,EQ,680,692,642.5,680.05,692,683,641507,418628087.6,08-JUL-2019,25567,INE949L01017,
AUBANK,EQ,684.7,689,660,663.8,667,680.05,182166,121540303.6,09-JUL-2019,26012,INE949L01017,
AUBANK,EQ,665,678.95,646.6,656.65,660,663.8,377350,245826806.25,10-JUL-2019,10544,INE949L01017,
AUBANK,EQ,658,678,657.05,672.65,672.1,656.65,69242,46329577.3,11-JUL-2019,7188,INE949L01017,
AUBANK,EQ,672.9,681.5,665,666.75,665.5,672.65,40934,27536643.75,12-JUL-2019,2080,INE949L01017,
AUBANK,EQ,666.75,673.5,662.2,668.05,670,666.75,52569,35113320.55,15-JUL-2019,3303,INE949L01017,
AUBANK,EQ,667.9,675,650.15,671.6,674,668.05,76501,50903757.7,16-JUL-2019,5631,INE949L01017,
AUBANK,EQ,671.6,685,662.25,669.4,666.15,671.6,57062,38456348.9,17-JUL-2019,6473,INE949L01017,
AUBANK,EQ,667.2,674.95,667.15,669.35,668.5,669.4,81812,54865030.15,18-JUL-2019,7064,INE949L01017,
AUBANK,EQ,672,676.95,655,659.35,666,669.35,109645,72817786.6,19-JUL-2019,11417,INE949L01017,
AUBANK,EQ,660.2,674,651.15,656.15,659,659.35,154270,102122923.5,22-JUL-2019,11402,INE949L01017,
AUBANK,EQ,658.9,669,654.4,656.55,656.5,656.15,79577,52510008.05,23-JUL-2019,7932,INE949L01017,
AUBANK,EQ,658,666,624,632.9,659,656.55,213735,136634882.45,24-JUL-2019,11108,INE949L01017,
AUBANK,EQ,636,652,628,634.1,631.1,632.9,328573,209715297.45,25-JUL-2019,19910,INE949L01017,
AUBANK,EQ,660,677,655,659.45,659.2,634.1,455634,301447064.7,26-JUL-2019,29161,INE949L01017,
AUBANK,EQ,662.7,663,648.25,657.05,651.05,659.45,1314573,855940196.55,29-JUL-2019,9240,INE949L01017,
AUBANK,EQ,656,665,645,654.55,656.55,657.05,377646,247383128.3,30-JUL-2019,13475,INE949L01017,
AUBANK,EQ,654.9,689.95,634.95,678.3,674,654.55,240472,156842831.4,31-JUL-2019,16958,INE949L01017,
AUBANK,EQ,671,672.95,652.65,657.2,656.9,678.3,107709,71498854.65,01-AUG-2019,10902,INE949L01017,
AUBANK,EQ,655,677.8,650.1,668.95,671,657.2,99212,65937485.3,02-AUG-2019,10079,INE949L01017,
AUBANK,EQ,659.95,661.9,631.5,634.65,635,668.95,164001,105881204.9,05-AUG-2019,14072,INE949L01017,
AUBANK,EQ,622.5,661.95,622.5,658.9,661.25,634.65,625944,406643115.9,06-AUG-2019,13565,INE949L01017,
AUBANK,EQ,660,673.8,657.5,664.2,660,658.9,330334,220165685.9,07-AUG-2019,10040,INE949L01017,
AUBANK,EQ,664.2,680,661.1,669.05,670.7,664.2,79230,53013617.65,08-AUG-2019,5510,INE949L01017,
AUBANK,EQ,673,690.9,669.85,689.75,690,669.05,247624,169212531.3,09-AUG-2019,18184,INE949L01017,
AUBANK,EQ,685,698.95,677.5,685.2,679.05,689.75,157600,108686361.4,13-AUG-2019,17607,INE949L01017,
AUBANK,EQ,686,700,681.4,695.15,698,685.2,200512,139383954.35,14-AUG-2019,16508,INE949L01017,
AUBANK,EQ,690,699,682.5,697.45,698.5,695.15,90945,63217774.65,16-AUG-2019,10448,INE949L01017,
AUBANK,EQ,688.15,705,687.6,700,700,697.45,122138,85464734.95,19-AUG-2019,8626,INE949L01017,
AUBANK,EQ,698,705,677,695.95,699,700,109083,75261438.3,20-AUG-2019,8772,INE949L01017,
AUBANK,EQ,691.35,702.6,685.65,694.05,688.2,695.95,69145,47971599.9,21-AUG-2019,6336,INE949L01017,
AUBANK,EQ,690,692.25,664.5,671.6,666.25,694.05,205763,138242022.85,22-AUG-2019,9494,INE949L01017,
AUBANK,EQ,668,669.5,646.25,659.75,657,671.6,117296,76880701.8,23-AUG-2019,7504,INE949L01017,
AUBANK,EQ,674.7,679.8,655.25,677.6,673,659.75,231971,155385287.4,26-AUG-2019,27578,INE949L01017,
AUBANK,EQ,677,684.9,668.8,673.5,670.6,677.6,109785,73933258.1,27-AUG-2019,10567,INE949L01017,
AUBANK,EQ,670,683.3,665.05,669.45,666,673.5,115389,77668718.05,28-AUG-2019,14649,INE949L01017,
AUBANK,EQ,669,673.55,658,661.35,660,669.45,102347,68162608,29-AUG-2019,9680,INE949L01017,
AUBANK,EQ,664.95,680,655.65,673.7,675.2,661.35,115401,77205484.15,30-AUG-2019,10987,INE949L01017,
AUBANK,EQ,676,681.75,661.45,666.85,663.5,673.7,225570,151644850.1,03-SEP-2019,19675,INE949L01017,
AUBANK,EQ,670,677.5,668,673.5,669.75,666.85,332336,223651887.6,04-SEP-2019,23338,INE949L01017,
AUBANK,EQ,674.2,682.85,668,675.25,672.9,673.5,191732,129158067.9,05-SEP-2019,10526,INE949L01017,
AUBANK,EQ,675.25,676.95,665.5,667.1,666.05,675.25,260791,174782207.55,06-SEP-2019,28646,INE949L01017,
AUBANK,EQ,666.5,669.5,664.2,667.15,666.6,667.1,117514,78375815.7,09-SEP-2019,15945,INE949L01017,
AUBANK,EQ,669,669.85,660.1,662.6,661.2,667.15,77402,51379271.15,11-SEP-2019,12332,INE949L01017,
AUBANK,EQ,659.85,672,658,668.95,670.95,662.6,97445,65068237.4,12-SEP-2019,8696,INE949L01017,
AUBANK,EQ,667.9,670.6,666,669.3,666.5,668.95,56257,37628780.15,13-SEP-2019,6057,INE949L01017,
AUBANK,EQ,666.5,669.3,663.3,666.85,665.95,669.3,93237,62201765.15,16-SEP-2019,9560,INE949L01017,
AUBANK,EQ,663.45,667.95,632.4,637.65,640.4,666.85,74122,48320026.7,17-SEP-2019,9630,INE949L01017,
AUBANK,EQ,645,658.5,641.05,653.75,655,637.65,145432,94578517.6,18-SEP-2019,20611,INE949L01017,
AUBANK,EQ,653,654.9,635,644.8,644.05,653.75,97458,62774577.2,19-SEP-2019,16015,INE949L01017,
AUBANK,EQ,652.9,663.7,639.85,644.5,645,644.8,1965015,1281719991.45,20-SEP-2019,40476,INE949L01017,
AUBANK,EQ,653,690,645.7,682.5,687,644.5,575999,387095166.1,23-SEP-2019,25971,INE949L01017,
AUBANK,EQ,683,689.8,660,669.95,671.3,682.5,174218,117976892.55,24-SEP-2019,26759,INE949L01017,
AUBANK,EQ,669.95,669.95,614.1,644.05,643.95,669.95,5236125,3418344797.9,25-SEP-2019,55300,INE949L01017,
AUBANK,EQ,641,658,641,654.25,651.8,644.05,322340,209854945,26-SEP-2019,16177,INE949L01017,
AUBANK,EQ,650.1,666.9,645,663.5,658.95,654.25,313012,206110417.55,27-SEP-2019,14637,INE949L01017,
AUBANK,EQ,662.9,665.2,651,659.5,651.6,663.5,200065,132040942.6,30-SEP-2019,20482,INE949L01017,
AUBANK,EQ,652.35,663.9,645,653.9,647.35,659.5,236795,155163913.2,01-OCT-2019,27488,INE949L01017,
AUBANK,EQ,650,652.8,642.65,649.85,648,653.9,179831,116820338.9,03-OCT-2019,8350,INE949L01017,
AUBANK,EQ,654.9,654.9,640.25,644.55,644,649.85,170150,110353588.6,04-OCT-2019,6227,INE949L01017,
AUBANK,EQ,648.6,654.8,645,652.95,650,644.55,329269,213859446,07-OCT-2019,7479,INE949L01017,
AUBANK,EQ,654.8,654.8,639.65,641.25,641,652.95,466926,303351500.7,09-OCT-2019,6890,INE949L01017,
AUBANK,EQ,644.7,649,636.3,638.7,640,641.25,54896,35283688.65,10-OCT-2019,3955,INE949L01017,
AUBANK,EQ,642,661,638,653.85,657.1,638.7,105242,68196354.45,11-OCT-2019,4207,INE949L01017,
AUBANK,EQ,657.95,663.8,640.55,643.7,644.95,653.85,203615,133539009.65,14-OCT-2019,5986,INE949L01017,
AUBANK,EQ,646,653,641,643.55,644,643.7,332462,215845428.95,15-OCT-2019,3472,INE949L01017,
AUBANK,EQ,647.55,675,643,647.45,647.9,643.55,335890,220687782.75,16-OCT-2019,10271,INE949L01017,
AUBANK,EQ,650,656,637.7,647.85,650,647.45,93629,60869337.65,17-OCT-2019,8692,INE949L01017,
AUBANK,EQ,650,666.5,641.45,654.4,654,647.85,701198,456308778.95,18-OCT-2019,11292,INE949L01017,
AUBANK,EQ,675,696.5,667,689.25,688.4,654.4,1473667,1004178737.7,22-OCT-2019,53833,INE949L01017,
AUBANK,EQ,700,700,677.1,694.25,694.35,689.25,602722,418139569.9,23-OCT-2019,18221,INE949L01017,
AUBANK,EQ,699.7,699.7,660.35,681.75,678.9,694.25,708504,481383942.95,24-OCT-2019,20012,INE949L01017,
AUBANK,EQ,680,694.95,673,688.4,690,681.75,486059,333974149.1,25-OCT-2019,24748,INE949L01017,
AUBANK,EQ,684,691,679.35,689.6,687.55,686.95,231376,159118991.05,29-OCT-2019,7882,INE949L01017,
AUBANK,EQ,713,713,685.25,689.8,688.9,689.6,370908,256470843.15,30-OCT-2019,8097,INE949L01017,
AUBANK,EQ,689,694,682,685.65,682.95,689.8,407934,280969740.05,31-OCT-2019,15517,INE949L01017,
AUBANK,EQ,690,695,666.05,688.4,687.75,685.65,477756,331052034.85,01-NOV-2019,11019,INE949L01017,
AUBANK,EQ,692,692.45,683,686.8,685.4,688.4,328041,225296025.45,04-NOV-2019,14136,INE949L01017,
AUBANK,EQ,690,691.2,671,674.75,672,686.8,195701,134188217.15,05-NOV-2019,5457,INE949L01017,
AUBANK,EQ,674.9,677.7,656,666.55,670.5,674.75,117694,78775203.05,06-NOV-2019,7373,INE949L01017,
AUBANK,EQ,670.5,691,667.5,685.1,687,666.55,358799,245976019.45,07-NOV-2019,16341,INE949L01017,
AUBANK,EQ,689,697,676,689.5,688.75,685.1,267306,184673636.5,08-NOV-2019,10589,INE949L01017,
AUBANK,EQ,688.7,720.8,685,718.4,720,689.5,1405855,993894547.95,11-NOV-2019,29701,INE949L01017,
AUBANK,EQ,720,814.9,720,808.15,811.4,718.4,4946761,3857980740.7,13-NOV-2019,179367,INE949L01017,
AUBANK,EQ,811.4,848.7,776.5,836.05,825,808.15,2697966,2220757752.5,14-NOV-2019,79768,INE949L01017,
AUBANK,EQ,820,826.7,787.7,800.8,803.1,836.05,833257,670176533.1,15-NOV-2019,31242,INE949L01017,
AUBANK,EQ,803,812,792.1,800.2,800,800.8,227568,182568060.05,18-NOV-2019,10932,INE949L01017,
AUBANK,EQ,802,829,785,817.55,828,800.2,189230,152914668.35,19-NOV-2019,6360,INE949L01017,
AUBANK,EQ,830,830,796.1,816.4,810,817.55,242179,196667818.1,20-NOV-2019,8679,INE949L01017,
AUBANK,EQ,812.9,827.7,810,817,815.5,816.4,107421,87843047.45,21-NOV-2019,5546,INE949L01017,
AUBANK,EQ,822,822,796,802.3,800,817,373463,301038535.3,22-NOV-2019,6580,INE949L01017,
AUBANK,EQ,804.9,836.4,800,825.4,823.5,802.3,193924,159251167.9,25-NOV-2019,7059,INE949L01017,
AUBANK,EQ,829.45,829.45,799,802.75,804,825.4,229222,185814703.55,26-NOV-2019,15592,INE949L01017,
AUBANK,EQ,805.9,830,805,825.3,824,802.75,258839,212811421.6,27-NOV-2019,12778,INE949L01017,
AUBANK,EQ,825.5,855,805,808.8,809,825.3,551539,458533893.9,28-NOV-2019,30943,INE949L01017,
AUBANK,EQ,812.9,826.55,806,823.75,822.9,808.8,177876,145376586.95,29-NOV-2019,7615,INE949L01017,
AUBANK,EQ,822,836.05,808.05,833.25,830.55,823.75,394629,326619295.25,02-DEC-2019,37983,INE949L01017,
AUBANK,EQ,839,839.95,807.15,810.8,812,833.25,179266,146783521.95,03-DEC-2019,14944,INE949L01017,
AUBANK,EQ,812.05,818.85,801.3,812.45,815,810.8,266053,214415506.55,04-DEC-2019,20532,INE949L01017,
AUBANK,EQ,814.8,816.5,804.55,807.9,806.5,812.45,179713,145285693.55,05-DEC-2019,16576,INE949L01017,
AUBANK,EQ,813.1,813.65,797,808,799.05,807.9,244101,196639249.1,06-DEC-2019,25078,INE949L01017,
AUBANK,EQ,808,818.5,800,809.1,806,808,198131,160942304.5,09-DEC-2019,17714,INE949L01017,
AUBANK,EQ,806,807.7,767.25,797.75,805,809.1,403976,316951053.9,10-DEC-2019,28803,INE949L01017,
AUBANK,EQ,799.95,806.85,786.6,800.25,800,797.75,190114,151559309.15,11-DEC-2019,15420,INE949L01017,
AUBANK,EQ,800,805.55,795,799.55,800,800.25,123920,99064289.05,12-DEC-2019,10985,INE949L01017,
AUBANK,EQ,803,803,791.45,795.05,792.95,799.55,625298,497394200.45,13-DEC-2019,11026,INE949L01017,
AUBANK,EQ,800.1,803.95,791.65,795.2,793.65,795.05,97545,77660872.15,16-DEC-2019,6208,INE949L01017,
AUBANK,EQ,799,800.8,790,797.15,795.65,795.2,97233,77436394.6,17-DEC-2019,7012,INE949L01017,
AUBANK,EQ,798,798,781,794.2,792.3,797.15,287842,227343761.65,18-DEC-2019,5859,INE949L01017,
AUBANK,EQ,790,796,790,794.25,795,794.2,73927,58662970.25,19-DEC-2019,3136,INE949L01017,
AUBANK,EQ,794.2,807.9,787.05,797.5,794.9,794.25,322711,256898180.7,20-DEC-2019,9631,INE949L01017,
AUBANK,EQ,796.9,796.9,791,792.15,792.05,797.5,56448,44711299.5,23-DEC-2019,3747,INE949L01017,
AUBANK,EQ,790,792.9,777.25,784.5,784,792.15,86848,68305889.4,24-DEC-2019,6128,INE949L01017,
AUBANK,EQ,789.8,828,784.5,820.4,815,784.5,247841,201331413.15,26-DEC-2019,8958,INE949L01017,
AUBANK,EQ,820.4,820.4,795,804.1,799.25,820.4,260079,209250804.9,27-DEC-2019,14077,INE949L01017,
AUBANK,EQ,801,811.5,795.35,803.25,798.8,804.1,94088,75488378,30-DEC-2019,7141,INE949L01017,
AUBANK,EQ,800,821.9,782.7,803.1,804,803.25,564939,450788204.4,31-DEC-2019,15729,INE949L01017,
AUBANK,EQ,804,809.85,792,797.7,792,803.1,89721,71646732,01-JAN-2020,7416,INE949L01017,
AUBANK,EQ,793.5,801.05,793.05,795.9,796,797.7,63607,50727401.6,02-JAN-2020,3923,INE949L01017,
AUBANK,EQ,796.8,802.5,792,797.95,794,795.9,90898,72414623.3,03-JAN-2020,6087,INE949L01017,
AUBANK,EQ,793,800.15,786.25,791.5,792.55,797.95,113478,89772562.65,06-JAN-2020,8550,INE949L01017,
AUBANK,EQ,792,808.05,788,800.7,799.75,791.5,2846702,2266660726.55,07-JAN-2020,31900,INE949L01017,
AUBANK,EQ,794,845.95,790.5,835.9,837.8,800.7,2468402,2030983191.9,08-JAN-2020,53227,INE949L01017,
AUBANK,EQ,843.75,851,826.35,836.35,828,835.9,1015164,854633817.6,09-JAN-2020,27396,INE949L01017,
AUBANK,EQ,833.9,841.5,821,824.65,822.15,836.35,302585,252499994.4,10-JAN-2020,12193,INE949L01017,
AUBANK,EQ,830,843,825.2,838.5,839.5,824.65,232878,195301912.4,13-JAN-2020,7359,INE949L01017,
AUBANK,EQ,841,850,837,847.6,848.3,838.5,330755,278531446.55,14-JAN-2020,10448,INE949L01017,
AUBANK,EQ,850.05,864.95,844.05,857.45,853,847.6,522094,447064795.85,15-JAN-2020,15762,INE949L01017,
AUBANK,EQ,859.4,884.7,859.4,877.45,878.35,857.45,592539,516032175.95,16-JAN-2020,13300,INE949L01017,
AUBANK,EQ,883,888.5,865.55,877.75,875.25,877.45,353839,311363079.05,17-JAN-2020,16456,INE949L01017,
AUBANK,EQ,884,892,875,885.9,888.95,877.75,448322,396238815.65,20-JAN-2020,9027,INE949L01017,
AUBANK,EQ,884,892,875.5,888.35,889.95,885.9,255520,226624125.05,21-JAN-2020,7539,INE949L01017,
AUBANK,EQ,892.15,899.4,882.25,887.05,885,888.35,255835,227163538.2,22-JAN-2020,12494,INE949L01017,
AUBANK,EQ,911,1008,911,974.55,976,887.05,4978519,4835271317.4,23-JAN-2020,129369,INE949L01017,
AUBANK,EQ,980,1097.9,972,1070.7,1094,974.55,4188396,4339449285.65,24-JAN-2020,135331,INE949L01017,
AUBANK,EQ,1080,1105,999,1022.05,1010,1070.7,2719116,2882069777.65,27-JAN-2020,118500,INE949L01017,
AUBANK,EQ,1009.8,1050,1005,1043.8,1050,1022.05,829489,856724655.8,28-JAN-2020,47175,INE949L01017,
AUBANK,EQ,1060,1069,1033,1046.65,1041,1043.8,284068,297906089.45,29-JAN-2020,16915,INE949L01017,
AUBANK,EQ,1047.95,1076.85,1024,1047.65,1049,1046.65,602135,632075743.45,30-JAN-2020,27951,INE949L01017,
AUBANK,EQ,1055,1073.9,1040,1064.35,1071,1047.65,421839,447838568.1,31-JAN-2020,17165,INE949L01017,
AUBANK,EQ,1038,1060,991,1043.95,1041.2,1030.9,410925,428026375.6,03-FEB-2020,24723,INE949L01017,
AUBANK,EQ,1051.8,1061.4,1044,1051.8,1050,1043.95,260618,273837661.3,04-FEB-2020,18530,INE949L01017,
AUBANK,EQ,1060,1142.75,1050.85,1095.65,1094,1051.8,1271682,1409028741.15,05-FEB-2020,61161,INE949L01017,
AUBANK,EQ,1105,1114.3,1080,1093.55,1082.45,1095.65,489724,535845629.7,06-FEB-2020,30492,INE949L01017,
AUBANK,EQ,1086.9,1147.6,1080.55,1128.1,1130,1093.55,658358,742108603.7,07-FEB-2020,49139,INE949L01017,
AUBANK,EQ,1130,1138,1101,1125.75,1126,1128.1,426689,479999503,10-FEB-2020,26774,INE949L01017,
AUBANK,EQ,1133,1178,1117,1162.9,1150,1125.75,856286,986509343.95,11-FEB-2020,45042,INE949L01017,
AUBANK,EQ,1160,1175,1132,1151.55,1157.3,1162.9,427012,493520898.45,12-FEB-2020,42063,INE949L01017,
AUBANK,EQ,1135.05,1158,1101,1148.25,1147.65,1151.55,548020,627721381.6,13-FEB-2020,35256,INE949L01017,
AUBANK,EQ,1160,1165.15,1133.35,1146.05,1142.4,1148.25,255773,293186359.9,14-FEB-2020,19173,INE949L01017,
AUBANK,EQ,1159.7,1176.4,1129,1140.25,1137,1146.05,480200,552261667.45,17-FEB-2020,38621,INE949L01017,
AUBANK,EQ,1139.9,1159,1130,1149.15,1148.55,1140.25,512951,588492340.7,18-FEB-2020,38765,INE949L01017,
AUBANK,EQ,1157.1,1204,1151.6,1165.7,1159.9,1149.15,1268368,1489536679.6,19-FEB-2020,52253,INE949L01017,
AUBANK,EQ,1165.5,1194.2,1160,1174.6,1171,1165.7,597428,702702532.6,20-FEB-2020,34067,INE949L01017,
AUBANK,EQ,1170.95,1190,1146.3,1159.2,1156.5,1174.6,617652,723740299.9,24-FEB-2020,44347,INE949L01017,
AUBANK,EQ,1164.95,1172,1153,1158.1,1156,1159.2,843953,977258474.35,25-FEB-2020,14567,INE949L01017,
AUBANK,EQ,1155,1201,1019.1,1178.95,1179,1158.1,958992,1129878958.4,26-FEB-2020,43192,INE949L01017,
AUBANK,EQ,1180,1194.1,1168.95,1179.65,1185,1178.95,534534,631676817.95,27-FEB-2020,33427,INE949L01017,
AUBANK,EQ,1164.95,1180,1140,1162.9,1150.1,1179.65,1179172,1364742156.2,28-FEB-2020,57317,INE949L01017,
AUBANK,EQ,1164.55,1218,1140.05,1155.75,1145,1162.9,1033147,1220016765.45,02-MAR-2020,56496,INE949L01017,
AUBANK,EQ,1161.95,1190,1150,1174.2,1189,1155.75,505336,590243901.55,03-MAR-2020,45260,INE949L01017,
AUBANK,EQ,1182,1188,1130,1153,1154.1,1174.2,1420792,1647742129,04-MAR-2020,54662,INE949L01017,
AUBANK,EQ,1157,1184.8,1143.25,1174.7,1183,1153,1107051,1286806883.5,05-MAR-2020,66777,INE949L01017,
AUBANK,EQ,1136,1143.4,1003,1133.75,1130,1174.7,1794701,1962706479.95,06-MAR-2020,79604,INE949L01017,
AUBANK,EQ,1104,1113,1043.15,1063.05,1044.15,1133.75,1074118,1151295425.55,09-MAR-2020,98829,INE949L01017,
AUBANK,EQ,1063,1077.1,1025,1029.45,1030.25,1063.05,714107,755405618.7,11-MAR-2020,67882,INE949L01017,
AUBANK,EQ,955.55,975,920,943.35,936.9,1029.45,1016566,961394619.3,12-MAR-2020,104099,INE949L01017,
AUBANK,EQ,905,1018.8,841,963.15,979.8,943.35,1583723,1468635582.45,13-MAR-2020,100022,INE949L01017,
AUBANK,EQ,939,988,881.1,920.05,890,963.15,1549800,1455528063.6,16-MAR-2020,121615,INE949L01017,
AUBANK,EQ,906,917.75,801.8,843.05,825,920.05,1365514,1167646396.75,17-MAR-2020,79415,INE949L01017,
AUBANK,EQ,855,855,674.45,683.95,675,843.05,3102212,2241039060.75,18-MAR-2020,122319,INE949L01017,
AUBANK,EQ,616,664.45,554.65,621.85,630,683.95,2546670,1574697232.45,19-MAR-2020,192086,INE949L01017,
AUBANK,EQ,649,684,597.55,648.2,630.2,621.85,1060698,690863361.3,20-MAR-2020,124845,INE949L01017,
AUBANK,EQ,583.4,583.4,583.4,583.4,583.4,648.2,100738,58770549.2,23-MAR-2020,2173,INE949L01017,
AUBANK,EQ,525.1,544,525.1,525.1,525.1,583.4,634927,333431179.15,24-MAR-2020,6294,INE949L01017,
AUBANK,EQ,472.6,523,472.6,473.1,472.6,525.1,1887175,908287631.65,25-MAR-2020,50312,INE949L01017,
AUBANK,EQ,476,496.75,476,496.75,496.75,473.1,304011,150690693.7,26-MAR-2020,4826,INE949L01017,
AUBANK,EQ,521.55,521.55,521.55,521.55,521.55,496.75,601974,313959539.7,27-MAR-2020,7154,INE949L01017,
AUBANK,EQ,515,547.6,495.5,495.7,495.5,521.55,1195511,620897474.15,30-MAR-2020,39642,INE949L01017,
AUBANK,EQ,515,520.45,470.95,505.35,520.45,495.7,746322,363729871.85,31-MAR-2020,48572,INE949L01017,
AUBANK,EQ,530,530,480.1,481.35,480.1,505.35,911795,455337944.95,01-APR-2020,65429,INE949L01017,
AUBANK,EQ,482,482.9,458,465.45,459.35,481.35,722400,337699851.7,03-APR-2020,47072,INE949L01017,
AUBANK,EQ,488.7,488.7,443.6,478.4,474.75,465.45,1201289,563100425.2,07-APR-2020,43813,INE949L01017,
AUBANK,EQ,461.2,490,457,480.3,473,478.4,1791057,837589012.6,08-APR-2020,59410,INE949L01017,
AUBANK,EQ,482,503.4,475.05,496.4,492,480.3,740400,367056908.85,09-APR-2020,78366,INE949L01017,
AUBANK,EQ,499,511.95,476,499.75,492.75,496.4,1552553,777300699.2,13-APR-2020,86492,INE949L01017,
AUBANK,EQ,498,509,491,502.25,507.25,499.75,648160,323487736.85,15-APR-2020,34462,INE949L01017,
AUBANK,EQ,500,524,495.1,514.1,517,502.25,476510,243197936.2,16-APR-2020,41324,INE949L01017,
AUBANK,EQ,525,539.8,524.95,539.8,539.8,514.1,730874,390876150.85,17-APR-2020,38613,INE949L01017,
AUBANK,EQ,559,566.75,549,565.8,566.75,539.8,679373,383942697.1,20-APR-2020,44861,INE949L01017,
AUBANK,EQ,555,566,537.55,559.95,550.6,565.8,626924,341385026.55,21-APR-2020,13706,INE949L01017,
AUBANK,EQ,555.7,565,532,532,532,559.95,332746,180094488.1,22-APR-2020,22703,INE949L01017,
AUBANK,EQ,511,533,505.4,506.25,505.4,532,437647,224723412.35,23-APR-2020,24641,INE949L01017,
AUBANK,EQ,496.8,526.7,486,518.05,517,506.25,505268,256231173.5,24-APR-2020,19385,INE949L01017,
AUBANK,EQ,523.6,528.9,497,516.2,516,518.05,430452,218873575.25,27-APR-2020,25098,INE949L01017,
AUBANK,EQ,520.3,525,504.7,512.65,516.05,516.2,509561,260180269.9,28-APR-2020,37794,INE949L01017,
AUBANK,EQ,517.5,538.25,511.1,538.2,538.25,512.65,509254,271843423.2,29-APR-2020,22625,INE949L01017,
AUBANK,EQ,553.9,565.1,528.25,544.25,543.65,538.2,1903795,1069984704,30-APR-2020,52702,INE949L01017,
AUBANK,EQ,517.05,517.05,517.05,517.05,517.05,544.25,109074,56396711.7,04-MAY-2020,1652,INE949L01017,
AUBANK,EQ,491.2,507.7,491.2,491.2,491.2,517.05,1036931,513481707.05,05-MAY-2020,25427,INE949L01017,
AUBANK,EQ,471.65,480.65,466.65,466.65,466.65,491.2,1093573,513018043.65,06-MAY-2020,31488,INE949L01017,
AUBANK,EQ,443.35,449.7,443.35,443.35,443.35,466.65,333903,148045069.75,07-MAY-2020,7156,INE949L01017,
