Index Name,Index Date,Open Index Value,High Index Value,Low Index Value,Closing Index Value,Points Change,Change(%),Volume,Turnover (Rs. Cr.),P/E,P/B,Div Yield
NIFTY100 Alpha 30,28-06-2019,-,-,-,7220.98,-26.09,-.36,88767204,7989.83,44.83,5.5,.86
NIFTY100 Alpha 30,01-07-2019,-,-,-,7251.62,30.63,.42,57768851,5882.63,45.02,5.52,.86
NIFTY100 Alpha 30,02-07-2019,-,-,-,7284.68,33.06,.46,63833829,5672.74,45.22,5.55,.86
NIFTY100 Alpha 30,03-07-2019,-,-,-,7272.07,-12.61,-.17,63298761,5655.96,45.14,5.54,.86
NIFTY100 Alpha 30,04-07-2019,-,-,-,7310.38,38.31,.53,82345591,7010.58,45.38,5.57,.85
NIFTY100 Alpha 30,05-07-2019,-,-,-,7191.09,-119.29,-1.63,102128486,8636.8,44.64,5.47,.87
NIFTY100 Alpha 30,08-07-2019,-,-,-,7057.62,-133.47,-1.86,95552514,9212.39,43.81,5.37,.88
NIFTY100 Alpha 30,09-07-2019,-,-,-,7019.11,-38.51,-.55,111019795,12633.74,43.57,5.34,.89
NIFTY100 Alpha 30,10-07-2019,-,-,-,6953.12,-65.99,-.94,104895536,10697.37,42.87,5.29,.9
NIFTY100 Alpha 30,11-07-2019,-,-,-,6962.8,9.68,.14,99464690,9288.88,42.93,5.3,.9
NIFTY100 Alpha 30,12-07-2019,-,-,-,6947.75,-15.05,-.22,89776736,8648.04,42.84,5.21,.86
NIFTY100 Alpha 30,15-07-2019,-,-,-,7002.04,54.29,.78,100459876,8821.04,42.94,5.25,.86
NIFTY100 Alpha 30,16-07-2019,-,-,-,7058.45,56.41,.81,85879086,7824.22,43.29,5.29,.85
NIFTY100 Alpha 30,17-07-2019,-,-,-,7077.81,19.36,.27,86380574,7796.56,43.4,5.31,.85
NIFTY100 Alpha 30,18-07-2019,-,-,-,7006.96,-70.84,-1,108500732,8513.02,42.95,5.25,.86
NIFTY100 Alpha 30,19-07-2019,-,-,-,6920.19,-86.77,-1.24,97565055,9518.61,42.42,5.19,.87
NIFTY100 Alpha 30,22-07-2019,-,-,-,6926.04,5.85,.08,107752679,11003.05,41.56,5.19,.87
NIFTY100 Alpha 30,23-07-2019,-,-,-,6923.78,-2.26,-.03,112147814,10766.61,41.55,5.19,.87
NIFTY100 Alpha 30,24-07-2019,-,-,-,6859.62,-64.16,-.93,95854903,9289.57,41.16,5.14,.87
NIFTY100 Alpha 30,25-07-2019,-,-,-,6868.2,8.59,.13,114755334,12778.07,41.21,5.15,.87
NIFTY100 Alpha 30,26-07-2019,-,-,-,6915.15,46.94,.68,89461840,9647.78,41.48,5.19,.87
NIFTY100 Alpha 30,30-07-2019,-,-,-,6816.85,-56.77,-.83,115225182,9835.5,40.89,5.11,.88
NIFTY100 Alpha 30,31-07-2019,-,-,-,6821.32,4.47,.07,154649236,12732.82,40.91,5.08,.87
NIFTY100 Alpha 30,01-08-2019,-,-,-,6736.32,-85.0,-1.25,160335463,11385.26,40.4,5.02,.88
NIFTY100 Alpha 30,02-08-2019,-,-,-,6743.68,7.36,.11,178761602,12946.94,40.43,5.03,.88
NIFTY100 Alpha 30,05-08-2019,-,-,-,6656.31,-87.37,-1.3,151118085,11068.25,39.91,4.96,.89
NIFTY100 Alpha 30,06-08-2019,-,-,-,6715.47,59.16,.89,141406612,11647.61,40.26,5.01,.88
NIFTY100 Alpha 30,07-08-2019,-,-,-,6678.12,-37.35,-.56,122031831,10235.22,40.04,4.98,.89
NIFTY100 Alpha 30,08-08-2019,-,-,-,6777.41,99.29,1.49,142457651,11490.82,40.7,5.05,.88
NIFTY100 Alpha 30,09-08-2019,-,-,-,6828.66,51.25,.76,108615634,10059.15,40.71,5.09,.87
NIFTY100 Alpha 30,13-08-2019,-,-,-,6725.63,-103.03,-1.51,143889581,14037.3,40.1,5.01,.88
NIFTY100 Alpha 30,14-08-2019,-,-,-,6803.6,77.97,1.16,99562539,9841.94,40.56,5.07,.87
NIFTY100 Alpha 30,16-08-2019,-,-,-,6798.69,-4.92,-.07,97414265,8783.21,40.53,5.07,.87
NIFTY100 Alpha 30,19-08-2019,-,-,-,6819.64,20.95,.31,80842771,6623.62,40.66,5.08,.87
NIFTY100 Alpha 30,20-08-2019,-,-,-,6812.77,-6.87,-.1,98516077,8003.17,40.61,5.08,.87
NIFTY100 Alpha 30,21-08-2019,-,-,-,6749.37,-63.4,-.93,88374141,7190.92,40.24,5.03,.88
NIFTY100 Alpha 30,22-08-2019,-,-,-,6694.13,-55.24,-.82,101975376,8575.34,39.9,4.99,.89
NIFTY100 Alpha 30,23-08-2019,-,-,-,6751.23,57.1,.85,129027907,10460.83,40.24,5.03,.88
NIFTY100 Alpha 30,26-08-2019,-,-,-,6865.26,114.04,1.69,153601293,11059.05,40.92,5.12,.86
NIFTY100 Alpha 30,27-08-2019,-,-,-,6873.05,7.78,.11,161820675,13325.82,40.96,5.12,.86
NIFTY100 Alpha 30,28-08-2019,-,-,-,6860.92,-12.13,-.18,80427389,7152.83,40.92,5.11,.87
NIFTY100 Alpha 30,29-08-2019,-,-,-,6815.96,-44.96,-.66,114331661,9000.33,40.66,5.08,.87
NIFTY100 Alpha 30,30-08-2019,-,-,-,6871.14,55.18,.81,139127021,10915.89,40.99,5.1,.82
NIFTY100 Alpha 30,03-09-2019,-,-,-,6730.4,-140.73,-2.05,96877251,8136.33,40.15,5,.84
NIFTY100 Alpha 30,04-09-2019,-,-,-,6748.74,18.34,.27,113157581,9534.53,39.97,5.01,.84
NIFTY100 Alpha 30,05-09-2019,-,-,-,6764.71,15.97,.24,108540568,8608.39,40,5.02,.84
NIFTY100 Alpha 30,06-09-2019,-,-,-,6820.87,56.16,.83,96358281,7809.97,40.33,5.06,.83
NIFTY100 Alpha 30,09-09-2019,-,-,-,6854.54,33.67,.49,85514467,7002.73,40.53,5.09,.83
NIFTY100 Alpha 30,11-09-2019,-,-,-,6844.76,-9.78,-.14,115381085,10005.9,40.47,5.08,.83
NIFTY100 Alpha 30,12-09-2019,-,-,-,6822.44,-22.32,-.33,90536814,7639.62,40.34,5.07,.83
NIFTY100 Alpha 30,13-09-2019,-,-,-,6895.5,73.07,1.07,99461984,8073.11,40.77,5.12,.82
NIFTY100 Alpha 30,16-09-2019,-,-,-,6878.26,-17.25,-.25,88360165,7599.63,40.67,5.11,.82
NIFTY100 Alpha 30,17-09-2019,-,-,-,6796.06,-82.2,-1.2,103583037,8281.23,40.18,5.05,.83
NIFTY100 Alpha 30,18-09-2019,-,-,-,6815.13,19.07,.28,90680051,7038.78,40.29,5.06,.83
NIFTY100 Alpha 30,19-09-2019,-,-,-,6734.03,-81.09,-1.19,93714265,6656.6,39.81,5,.84
NIFTY100 Alpha 30,20-09-2019,-,-,-,7068.04,334.0,4.96,333512883,26225.45,41.79,5.25,.8
NIFTY100 Alpha 30,23-09-2019,-,-,-,7204.83,136.79,1.94,246047068,20614.34,42.6,5.35,.79
NIFTY100 Alpha 30,24-09-2019,-,-,-,7232.44,27.61,.38,163932491,13694.8,42.76,5.37,.78
NIFTY100 Alpha 30,25-09-2019,-,-,-,7170.93,-61.51,-.85,170091606,12199.97,37.12,5.32,.79
NIFTY100 Alpha 30,26-09-2019,-,-,-,7227.95,57.02,.8,221868562,16382.91,37.42,5.37,.78
NIFTY100 Alpha 30,27-09-2019,-,-,-,7223.01,-4.93,-.07,92963849,9532.56,36.03,6.08,.84
NIFTY100 Alpha 30,30-09-2019,-,-,-,7244.35,21.34,.3,129347455,12779.43,36.13,6.09,.83
NIFTY100 Alpha 30,01-10-2019,-,-,-,7177.77,-66.58,-.92,160605448,14066.04,35.8,6.04,.84
NIFTY100 Alpha 30,03-10-2019,-,-,-,7141.84,-35.93,-.5,105515285,9166.37,35.62,6.01,.85
