Index Name,Index Date,Open Index Value,High Index Value,Low Index Value,Closing Index Value,Points Change,Change(%),Volume,Turnover (Rs. Cr.),P/E,P/B,Div Yield
Nifty 100,01-01-2016,8085.4,8126,8060.9,8118.15,27.25,.34,119511770,4561.21,21.67,3.13,1.48
Nifty 100,04-01-2016,8082.35,8101.55,7948.6,7957.9,-160.25,-1.97,229291062,8682.34,21.24,3.07,1.51
Nifty 100,05-01-2016,7994.4,7997.85,7933.45,7959.85,1.95,.02,238177923,8922.52,21.25,3.07,1.51
Nifty 100,06-01-2016,7964.1,7980.7,7898.6,7918.75,-41.1,-.52,236986742,9772.11,21.14,3.06,1.52
Nifty 100,07-01-2016,7849.4,7849.4,7720.2,7731.65,-187.1,-2.36,281866849,10602.92,20.64,2.98,1.55
Nifty 100,08-01-2016,7776.15,7803.95,7748.05,7772.55,40.9,.53,224645641,9120.89,20.75,3,1.54
Nifty 100,11-01-2016,7702.05,7770.3,7660.65,7726,-46.55,-.6,262996606,9521.83,20.62,2.98,1.55
Nifty 100,12-01-2016,7749.8,7749.8,7652.3,7672.7,-53.3,-.69,267389974,9366.45,20.48,2.96,1.56
Nifty 100,13-01-2016,7720.85,7747.95,7571.5,7712.45,39.75,.52,334229722,12581.34,20.59,2.98,1.56
Nifty 100,14-01-2016,7615.9,7746.4,7587.3,7679.5,-32.95,-.43,290753093,11605.52,20.51,2.97,1.56
Nifty 100,15-01-2016,7705.55,7706.95,7552.4,7562.1,-117.4,-1.53,285264776,10597.89,20.19,2.92,1.59
Nifty 100,18-01-2016,7546.6,7583.75,7442.7,7455.8,-106.3,-1.41,341142566,11211.82,19.89,2.88,1.61
Nifty 100,19-01-2016,7485.75,7568.6,7466.05,7542.65,86.85,1.16,276144639,9386.36,20.11,2.91,1.59
Nifty 100,20-01-2016,7465.1,7465.1,7340.95,7412.75,-129.9,-1.72,323152386,11306.52,19.77,2.86,1.62
Nifty 100,21-01-2016,7482.5,7507.25,7344.95,7370.15,-42.6,-.57,359913308,12326.23,19.65,2.85,1.63
Nifty 100,22-01-2016,7451.65,7531.75,7422.4,7520.2,150.05,2.04,324035071,10197.11,20.02,2.9,1.6
Nifty 100,25-01-2016,7569.55,7586.8,7522.5,7533,12.8,.17,234870136,8075.94,20.06,2.91,1.59
Nifty 100,27-01-2016,7566.05,7574.05,7514.8,7535.15,2.15,.03,286345341,9753.38,20.06,2.91,1.59
Nifty 100,28-01-2016,7523.3,7561.6,7511.75,7518.95,-16.2,-.21,397200320,13721.53,19.86,2.9,1.6
Nifty 100,29-01-2016,7512.4,7670.35,7511.95,7659.65,140.7,1.87,408773879,14333.98,20.24,2.96,1.57
Nifty 100,01-02-2016,7688.35,7695.55,7643.05,7657.7,-1.95,-.03,278717070,10509.4,20.23,2.96,1.57
Nifty 100,02-02-2016,7669.6,7678.55,7520.95,7547.75,-109.95,-1.44,323948447,10824.13,20.16,2.91,1.59
Nifty 100,03-02-2016,7482.5,7510.4,7441.5,7452.05,-95.7,-1.27,281651701,9334.92,19.9,2.88,1.61
